Task ID: 1, Assigned to Server: 1, Server Current Utilization: 0.0612815
Task ID: 1308, Assigned to Server: 1, Server Current Utilization: 0.667837
Task ID: 1309, Assigned to Server: 1, Server Current Utilization: 0.746684
Task ID: 1310, Assigned to Server: 1, Server Current Utilization: 0.817573
Task ID: 1311, Assigned to Server: 1, Server Current Utilization: 0.805229
Task ID: 1312, Assigned to Server: 1, Server Current Utilization: 0.894381
Task ID: 1313, Assigned to Server: 1, Server Current Utilization: 1.02378
Task ID: 1314, Assigned to Server: 3, Server Current Utilization: 0.872609
Task ID: 1315, Assigned to Server: 3, Server Current Utilization: 0.933587
Task ID: 1316, Assigned to Server: 3, Server Current Utilization: 1.06
Task ID: 1317, Assigned to Server: 2, Server Current Utilization: 0.735687
Task ID: 1318, Assigned to Server: 1, Server Current Utilization: 0.568308
Task ID: 1319, Assigned to Server: 1, Server Current Utilization: 0.699501
Task ID: 1320, Assigned to Server: 1, Server Current Utilization: 0.862626
Task ID: 1321, Assigned to Server: 2, Server Current Utilization: 0.611376
Task ID: 1322, Assigned to Server: 2, Server Current Utilization: 0.660247
Task ID: 1323, Assigned to Server: 2, Server Current Utilization: 0.718337
Task ID: 1324, Assigned to Server: 2, Server Current Utilization: 0.768869
Task ID: 1325, Assigned to Server: 2, Server Current Utilization: 0.802476
Task ID: 1326, Assigned to Server: 1, Server Current Utilization: 0.930232
Task ID: 1327, Assigned to Server: 2, Server Current Utilization: 0.873365
Task ID: 1328, Assigned to Server: 2, Server Current Utilization: 0.954661
Task ID: 1329, Assigned to Server: 1, Server Current Utilization: 0.925923
Task ID: 1330, Assigned to Server: 1, Server Current Utilization: 0.998267
Task ID: 1331, Assigned to Server: 3, Server Current Utilization: 0.978662
Task ID: 1332, Assigned to Server: 2, Server Current Utilization: 0.91993
Task ID: 1333, Assigned to Server: 2, Server Current Utilization: 0.984453
Task ID: 1334, Assigned to Server: 1, Server Current Utilization: 0.950509
Task ID: 1335, Assigned to Server: 1, Server Current Utilization: 1.04061
Task ID: 1336, Assigned to Server: 3, Server Current Utilization: 0.961396
Task ID: 1337, Assigned to Server: 2, Server Current Utilization: 0.941317
Task ID: 1338, Assigned to Server: 2, Server Current Utilization: 1.02286
Task ID: 1339, Assigned to Server: 3, Server Current Utilization: 0.919652
Task ID: 1340, Assigned to Server: 3, Server Current Utilization: 0.95875
Task ID: 1341, Assigned to Server: 1, Server Current Utilization: 0.858898
Task ID: 1342, Assigned to Server: 1, Server Current Utilization: 0.933956
Task ID: 1343, Assigned to Server: 1, Server Current Utilization: 1.19224
Task ID: 1344, Assigned to Server: 3, Server Current Utilization: 0.907389
Task ID: 1345, Assigned to Server: 3, Server Current Utilization: 0.947291
Task ID: 1346, Assigned to Server: 3, Server Current Utilization: 1.01759
Task ID: 1347, Assigned to Server: 2, Server Current Utilization: 0.964243
Task ID: 1348, Assigned to Server: 2, Server Current Utilization: 1.01216
Task ID: 1350, Assigned to Server: 3, Server Current Utilization: 0.973388
Task ID: 1351, Assigned to Server: 1, Server Current Utilization: 0.838629
Task ID: 1352, Assigned to Server: 1, Server Current Utilization: 1.16862
Task ID: 1353, Assigned to Server: 3, Server Current Utilization: 1.1118
Task ID: 1354, Assigned to Server: 2, Server Current Utilization: 0.884036
Task ID: 1355, Assigned to Server: 2, Server Current Utilization: 0.946817
Task ID: 1356, Assigned to Server: 2, Server Current Utilization: 1.17591
Task ID: 1360, Assigned to Server: 1, Server Current Utilization: 0.956855
Task ID: 1361, Assigned to Server: 1, Server Current Utilization: 1.51497
Task ID: 1362, Assigned to Server: 3, Server Current Utilization: 0.879468
Task ID: 1363, Assigned to Server: 3, Server Current Utilization: 0.920614
Task ID: 1364, Assigned to Server: 3, Server Current Utilization: 0.945121
Task ID: 1365, Assigned to Server: 3, Server Current Utilization: 0.976741
Task ID: 1366, Assigned to Server: 3, Server Current Utilization: 1.00959
Task ID: 1367, Assigned to Server: 2, Server Current Utilization: 0.938193
Task ID: 1368, Assigned to Server: 2, Server Current Utilization: 1.01555
Task ID: 1370, Assigned to Server: 3, Server Current Utilization: 0.882934
Task ID: 1371, Assigned to Server: 3, Server Current Utilization: 0.912999
Task ID: 1372, Assigned to Server: 3, Server Current Utilization: 0.962775
Task ID: 1373, Assigned to Server: 2, Server Current Utilization: 0.767057
Task ID: 1374, Assigned to Server: 2, Server Current Utilization: 0.808916
Task ID: 1375, Assigned to Server: 2, Server Current Utilization: 0.89122
Task ID: 1376, Assigned to Server: 2, Server Current Utilization: 1.01639
Task ID: 1377, Assigned to Server: 3, Server Current Utilization: 0.928804
Task ID: 1378, Assigned to Server: 3, Server Current Utilization: 0.972384
Task ID: 1379, Assigned to Server: 3, Server Current Utilization: 1.04014
Task ID: 1380, Assigned to Server: 1, Server Current Utilization: 0.626246
Task ID: 1381, Assigned to Server: 1, Server Current Utilization: 0.705842
Task ID: 1382, Assigned to Server: 1, Server Current Utilization: 0.786571
Task ID: 1383, Assigned to Server: 1, Server Current Utilization: 0.391697
Task ID: 1384, Assigned to Server: 1, Server Current Utilization: 0.515157
Task ID: 1385, Assigned to Server: 1, Server Current Utilization: 0.85824
Task ID: 1386, Assigned to Server: 2, Server Current Utilization: 0.826667
Task ID: 1387, Assigned to Server: 2, Server Current Utilization: 0.792722
Task ID: 1388, Assigned to Server: 2, Server Current Utilization: 0.911724
Task ID: 1389, Assigned to Server: 1, Server Current Utilization: 1.15398
Task ID: 1390, Assigned to Server: 3, Server Current Utilization: 0.888796
Task ID: 1391, Assigned to Server: 3, Server Current Utilization: 0.918157
Task ID: 1392, Assigned to Server: 2, Server Current Utilization: 0.93651
Task ID: 1393, Assigned to Server: 3, Server Current Utilization: 0.923242
Task ID: 1394, Assigned to Server: 3, Server Current Utilization: 0.954588
Task ID: 1395, Assigned to Server: 2, Server Current Utilization: 0.857492
Task ID: 1396, Assigned to Server: 2, Server Current Utilization: 1.00229
Task ID: 1397, Assigned to Server: 3, Server Current Utilization: 1.03377
Task ID: 1400, Assigned to Server: 1, Server Current Utilization: 0.956888
Task ID: 1401, Assigned to Server: 1, Server Current Utilization: 1.227
Task ID: 1403, Assigned to Server: 3, Server Current Utilization: 0.91572
Task ID: 1404, Assigned to Server: 3, Server Current Utilization: 1.02322
Task ID: 1405, Assigned to Server: 2, Server Current Utilization: 0.963959
Task ID: 1406, Assigned to Server: 2, Server Current Utilization: 1.18596
Task ID: 1410, Assigned to Server: 1, Server Current Utilization: 0.554235
Task ID: 1411, Assigned to Server: 1, Server Current Utilization: 0.732264
Task ID: 1412, Assigned to Server: 1, Server Current Utilization: 0.815545
Task ID: 1413, Assigned to Server: 1, Server Current Utilization: 0.766882
Task ID: 1414, Assigned to Server: 1, Server Current Utilization: 0.841853
Task ID: 1415, Assigned to Server: 1, Server Current Utilization: 0.900731
Task ID: 1416, Assigned to Server: 3, Server Current Utilization: 0.872326
Task ID: 1417, Assigned to Server: 3, Server Current Utilization: 0.901201
Task ID: 1418, Assigned to Server: 1, Server Current Utilization: 0.771641
Task ID: 1419, Assigned to Server: 1, Server Current Utilization: 0.746272
Task ID: 1420, Assigned to Server: 1, Server Current Utilization: 0.80329
Task ID: 1421, Assigned to Server: 1, Server Current Utilization: 1.0587
Task ID: 1422, Assigned to Server: 3, Server Current Utilization: 0.917813
Task ID: 1423, Assigned to Server: 2, Server Current Utilization: 0.861513
Task ID: 1424, Assigned to Server: 2, Server Current Utilization: 0.911855
Task ID: 1425, Assigned to Server: 2, Server Current Utilization: 0.956179
Task ID: 1426, Assigned to Server: 1, Server Current Utilization: 0.948313
Task ID: 1427, Assigned to Server: 3, Server Current Utilization: 0.872951
Task ID: 1428, Assigned to Server: 3, Server Current Utilization: 0.906352
Task ID: 1429, Assigned to Server: 2, Server Current Utilization: 0.760104
Task ID: 1430, Assigned to Server: 2, Server Current Utilization: 0.843991
Task ID: 1431, Assigned to Server: 2, Server Current Utilization: 0.94467
Task ID: 1432, Assigned to Server: 1, Server Current Utilization: 0.809312
Task ID: 1433, Assigned to Server: 1, Server Current Utilization: 0.916706
Task ID: 1434, Assigned to Server: 3, Server Current Utilization: 0.856404
Task ID: 1435, Assigned to Server: 3, Server Current Utilization: 0.888211
Task ID: 1436, Assigned to Server: 2, Server Current Utilization: 0.731502
Task ID: 1437, Assigned to Server: 2, Server Current Utilization: 0.875132
Task ID: 1438, Assigned to Server: 2, Server Current Utilization: 0.97708
Task ID: 1439, Assigned to Server: 3, Server Current Utilization: 0.816931
Task ID: 1440, Assigned to Server: 3, Server Current Utilization: 0.869459
Task ID: 1441, Assigned to Server: 1, Server Current Utilization: 1.02648
Task ID: 1442, Assigned to Server: 2, Server Current Utilization: 0.744261
Task ID: 1443, Assigned to Server: 2, Server Current Utilization: 0.826288
Task ID: 1444, Assigned to Server: 2, Server Current Utilization: 0.86201
Task ID: 1445, Assigned to Server: 3, Server Current Utilization: 0.939285
Task ID: 1446, Assigned to Server: 2, Server Current Utilization: 0.856773
Task ID: 1447, Assigned to Server: 2, Server Current Utilization: 0.891276
Task ID: 1448, Assigned to Server: 2, Server Current Utilization: 0.966966
Task ID: 1449, Assigned to Server: 1, Server Current Utilization: 0.966424
Task ID: 1450, Assigned to Server: 3, Server Current Utilization: 0.988759
Task ID: 1451, Assigned to Server: 1, Server Current Utilization: 1.06293
Task ID: 1452, Assigned to Server: 2, Server Current Utilization: 0.936846
Task ID: 1453, Assigned to Server: 2, Server Current Utilization: 1.07498
Task ID: 1454, Assigned to Server: 3, Server Current Utilization: 0.982679
Task ID: 1455, Assigned to Server: 1, Server Current Utilization: 0.974077
Task ID: 1456, Assigned to Server: 1, Server Current Utilization: 1.0566
Task ID: 1457, Assigned to Server: 3, Server Current Utilization: 0.960207
Task ID: 1458, Assigned to Server: 3, Server Current Utilization: 0.917113
Task ID: 1459, Assigned to Server: 3, Server Current Utilization: 0.949193
Task ID: 1460, Assigned to Server: 3, Server Current Utilization: 1.05244
Task ID: 1461, Assigned to Server: 2, Server Current Utilization: 1.02643
Task ID: 1462, Assigned to Server: 1, Server Current Utilization: 0.701234
Task ID: 1463, Assigned to Server: 1, Server Current Utilization: 0.792604
Task ID: 1464, Assigned to Server: 1, Server Current Utilization: 0.919223
Task ID: 1465, Assigned to Server: 1, Server Current Utilization: 0.702244
Task ID: 1466, Assigned to Server: 1, Server Current Utilization: 0.786918
Task ID: 1467, Assigned to Server: 1, Server Current Utilization: 0.867009
Task ID: 1468, Assigned to Server: 1, Server Current Utilization: 1.02075
Task ID: 1469, Assigned to Server: 2, Server Current Utilization: 0.867933
Task ID: 1470, Assigned to Server: 2, Server Current Utilization: 0.953894
Task ID: 1471, Assigned to Server: 3, Server Current Utilization: 0.974082
Task ID: 1472, Assigned to Server: 2, Server Current Utilization: 1.13584
Task ID: 1473, Assigned to Server: 3, Server Current Utilization: 1.00414
Task ID: 1475, Assigned to Server: 1, Server Current Utilization: 1.43777
Task ID: 1478, Assigned to Server: 3, Server Current Utilization: 0.943479
Task ID: 1479, Assigned to Server: 3, Server Current Utilization: 1.00928
Task ID: 1484, Assigned to Server: 2, Server Current Utilization: 0.976567
Task ID: 1485, Assigned to Server: 2, Server Current Utilization: 1.02935
Task ID: 1486, Assigned to Server: 3, Server Current Utilization: 1.02427
Task ID: 1491, Assigned to Server: 2, Server Current Utilization: 0.954827
Task ID: 1492, Assigned to Server: 2, Server Current Utilization: 1.01884
Task ID: 1493, Assigned to Server: 3, Server Current Utilization: 0.835822
Task ID: 1494, Assigned to Server: 3, Server Current Utilization: 0.803021
Task ID: 1495, Assigned to Server: 3, Server Current Utilization: 0.867499
Task ID: 1496, Assigned to Server: 3, Server Current Utilization: 0.918571
Task ID: 1497, Assigned to Server: 3, Server Current Utilization: 0.953035
Task ID: 1498, Assigned to Server: 2, Server Current Utilization: 0.736339
Task ID: 1499, Assigned to Server: 2, Server Current Utilization: 0.822825
Task ID: 1500, Assigned to Server: 2, Server Current Utilization: 0.981491
Task ID: 1501, Assigned to Server: 1, Server Current Utilization: 0.223708
Task ID: 1502, Assigned to Server: 1, Server Current Utilization: 0.358768
Task ID: 1503, Assigned to Server: 1, Server Current Utilization: 0.553125
Task ID: 1504, Assigned to Server: 1, Server Current Utilization: 0.733042
Task ID: 1505, Assigned to Server: 1, Server Current Utilization: 0.959652
Task ID: 1506, Assigned to Server: 3, Server Current Utilization: 0.746543
Task ID: 1507, Assigned to Server: 3, Server Current Utilization: 0.761806
Task ID: 1508, Assigned to Server: 3, Server Current Utilization: 0.846583
Task ID: 1509, Assigned to Server: 2, Server Current Utilization: 0.591077
Task ID: 1510, Assigned to Server: 2, Server Current Utilization: 0.720943
Task ID: 1511, Assigned to Server: 2, Server Current Utilization: 0.814788
Task ID: 1512, Assigned to Server: 1, Server Current Utilization: 0.679221
Task ID: 1513, Assigned to Server: 1, Server Current Utilization: 0.753308
Task ID: 1514, Assigned to Server: 3, Server Current Utilization: 0.735088
Task ID: 1515, Assigned to Server: 3, Server Current Utilization: 0.766918
Task ID: 1516, Assigned to Server: 1, Server Current Utilization: 0.6799
Task ID: 1517, Assigned to Server: 1, Server Current Utilization: 0.703493
Task ID: 1518, Assigned to Server: 1, Server Current Utilization: 0.878602
Task ID: 1519, Assigned to Server: 2, Server Current Utilization: 0.791091
Task ID: 1520, Assigned to Server: 3, Server Current Utilization: 0.739957
Task ID: 1521, Assigned to Server: 3, Server Current Utilization: 0.796187
Task ID: 1522, Assigned to Server: 2, Server Current Utilization: 0.846407
Task ID: 1523, Assigned to Server: 3, Server Current Utilization: 0.84234
Task ID: 1524, Assigned to Server: 1, Server Current Utilization: 0.891609
Task ID: 1525, Assigned to Server: 3, Server Current Utilization: 0.819855
Task ID: 1526, Assigned to Server: 3, Server Current Utilization: 0.893645
Task ID: 1527, Assigned to Server: 2, Server Current Utilization: 0.772411
Task ID: 1528, Assigned to Server: 2, Server Current Utilization: 0.929352
Task ID: 1529, Assigned to Server: 1, Server Current Utilization: 0.917813
Task ID: 1530, Assigned to Server: 3, Server Current Utilization: 0.822048
Task ID: 1531, Assigned to Server: 3, Server Current Utilization: 0.864717
Task ID: 1532, Assigned to Server: 3, Server Current Utilization: 0.905477
Task ID: 1533, Assigned to Server: 2, Server Current Utilization: 0.885973
Task ID: 1534, Assigned to Server: 1, Server Current Utilization: 0.696842
Task ID: 1535, Assigned to Server: 1, Server Current Utilization: 1.07918
Task ID: 1536, Assigned to Server: 2, Server Current Utilization: 1.04345
Task ID: 1537, Assigned to Server: 3, Server Current Utilization: 0.861579
Task ID: 1538, Assigned to Server: 3, Server Current Utilization: 0.929929
Task ID: 1539, Assigned to Server: 3, Server Current Utilization: 0.980784
Task ID: 1540, Assigned to Server: 1, Server Current Utilization: 0.744327
Task ID: 1541, Assigned to Server: 1, Server Current Utilization: 0.830625
Task ID: 1542, Assigned to Server: 1, Server Current Utilization: 0.972509
Task ID: 1543, Assigned to Server: 2, Server Current Utilization: 0.872074
Task ID: 1544, Assigned to Server: 2, Server Current Utilization: 0.905527
Task ID: 1545, Assigned to Server: 2, Server Current Utilization: 0.946462
Task ID: 1546, Assigned to Server: 1, Server Current Utilization: 1.04779
Task ID: 1547, Assigned to Server: 3, Server Current Utilization: 0.892974
Task ID: 1548, Assigned to Server: 3, Server Current Utilization: 1.00471
Task ID: 1549, Assigned to Server: 2, Server Current Utilization: 0.935478
Task ID: 1550, Assigned to Server: 2, Server Current Utilization: 0.994242
Task ID: 1551, Assigned to Server: 2, Server Current Utilization: 1.03457
Task ID: 1553, Assigned to Server: 1, Server Current Utilization: 0.733155
Task ID: 1554, Assigned to Server: 1, Server Current Utilization: 0.919506
Task ID: 1555, Assigned to Server: 1, Server Current Utilization: 0.991416
Task ID: 1556, Assigned to Server: 3, Server Current Utilization: 0.859544
Task ID: 1557, Assigned to Server: 3, Server Current Utilization: 0.897166
Task ID: 1558, Assigned to Server: 2, Server Current Utilization: 0.873626
Task ID: 1559, Assigned to Server: 2, Server Current Utilization: 1.09999
Task ID: 1560, Assigned to Server: 3, Server Current Utilization: 0.929521
Task ID: 1561, Assigned to Server: 1, Server Current Utilization: 0.875874
Task ID: 1562, Assigned to Server: 1, Server Current Utilization: 0.987906
Task ID: 1563, Assigned to Server: 3, Server Current Utilization: 0.907395
Task ID: 1564, Assigned to Server: 3, Server Current Utilization: 0.954881
Task ID: 1565, Assigned to Server: 3, Server Current Utilization: 0.990826
Task ID: 1566, Assigned to Server: 1, Server Current Utilization: 0.566175
Task ID: 1567, Assigned to Server: 1, Server Current Utilization: 0.834025
Task ID: 1568, Assigned to Server: 1, Server Current Utilization: 1.12776
Task ID: 1569, Assigned to Server: 2, Server Current Utilization: 0.912309
Task ID: 1570, Assigned to Server: 2, Server Current Utilization: 0.956963
Task ID: 1571, Assigned to Server: 3, Server Current Utilization: 0.953588
Task ID: 1572, Assigned to Server: 1, Server Current Utilization: 1.17709
Task ID: 1573, Assigned to Server: 3, Server Current Utilization: 0.949719
Task ID: 1574, Assigned to Server: 3, Server Current Utilization: 1.01538
Task ID: 1575, Assigned to Server: 2, Server Current Utilization: 0.916291
Task ID: 1576, Assigned to Server: 2, Server Current Utilization: 0.821853
Task ID: 1577, Assigned to Server: 2, Server Current Utilization: 0.931055
Task ID: 1578, Assigned to Server: 2, Server Current Utilization: 1.03276
Task ID: 1579, Assigned to Server: 3, Server Current Utilization: 0.929117
Task ID: 1580, Assigned to Server: 3, Server Current Utilization: 0.966572
Task ID: 1581, Assigned to Server: 3, Server Current Utilization: 0.993266
Task ID: 1582, Assigned to Server: 1, Server Current Utilization: 1.11216
Task ID: 1583, Assigned to Server: 2, Server Current Utilization: 0.853978
Task ID: 1584, Assigned to Server: 2, Server Current Utilization: 1.04311
Task ID: 1585, Assigned to Server: 3, Server Current Utilization: 1.01872
Task ID: 1589, Assigned to Server: 1, Server Current Utilization: 0.632428
Task ID: 1590, Assigned to Server: 1, Server Current Utilization: 1.19381
Task ID: 1591, Assigned to Server: 3, Server Current Utilization: 1.02616
Task ID: 1592, Assigned to Server: 2, Server Current Utilization: 0.735372
Task ID: 1593, Assigned to Server: 2, Server Current Utilization: 0.790131
Task ID: 1594, Assigned to Server: 2, Server Current Utilization: 0.885614
Task ID: 1595, Assigned to Server: 2, Server Current Utilization: 0.916351
Task ID: 1596, Assigned to Server: 1, Server Current Utilization: 0.784223
Task ID: 1597, Assigned to Server: 1, Server Current Utilization: 0.96352
Task ID: 1598, Assigned to Server: 2, Server Current Utilization: 1.01399
Task ID: 1599, Assigned to Server: 3, Server Current Utilization: 0.936426
Task ID: 1600, Assigned to Server: 3, Server Current Utilization: 1.04172
Task ID: 1601, Assigned to Server: 1, Server Current Utilization: 0.980532
Task ID: 1602, Assigned to Server: 2, Server Current Utilization: 0.949688
Task ID: 1603, Assigned to Server: 2, Server Current Utilization: 1.00908
Task ID: 1604, Assigned to Server: 1, Server Current Utilization: 0.499986
Task ID: 1605, Assigned to Server: 1, Server Current Utilization: 0.678562
Task ID: 1606, Assigned to Server: 1, Server Current Utilization: 0.732702
Task ID: 1607, Assigned to Server: 1, Server Current Utilization: 0.783414
Task ID: 1608, Assigned to Server: 1, Server Current Utilization: 0.698849
Task ID: 1609, Assigned to Server: 1, Server Current Utilization: 0.836971
Task ID: 1610, Assigned to Server: 1, Server Current Utilization: 0.99536
Task ID: 1611, Assigned to Server: 3, Server Current Utilization: 1.03884
Task ID: 1612, Assigned to Server: 2, Server Current Utilization: 0.855892
Task ID: 1613, Assigned to Server: 2, Server Current Utilization: 0.931957
Task ID: 1614, Assigned to Server: 2, Server Current Utilization: 1.01598
Task ID: 1615, Assigned to Server: 1, Server Current Utilization: 0.931931
Task ID: 1616, Assigned to Server: 1, Server Current Utilization: 1.02072
Task ID: 1617, Assigned to Server: 3, Server Current Utilization: 0.974459
Task ID: 1618, Assigned to Server: 2, Server Current Utilization: 0.756035
Task ID: 1619, Assigned to Server: 2, Server Current Utilization: 0.895111
Task ID: 1620, Assigned to Server: 2, Server Current Utilization: 0.94983
Task ID: 1621, Assigned to Server: 2, Server Current Utilization: 1.11755
Task ID: 1622, Assigned to Server: 3, Server Current Utilization: 0.920389
Task ID: 1623, Assigned to Server: 3, Server Current Utilization: 0.988418
Task ID: 1624, Assigned to Server: 1, Server Current Utilization: 0.816524
Task ID: 1625, Assigned to Server: 1, Server Current Utilization: 0.826628
Task ID: 1626, Assigned to Server: 1, Server Current Utilization: 1.04047
Task ID: 1627, Assigned to Server: 3, Server Current Utilization: 1.13197
Task ID: 1628, Assigned to Server: 2, Server Current Utilization: 1.0063
Task ID: 1631, Assigned to Server: 1, Server Current Utilization: 0.984318
Task ID: 1632, Assigned to Server: 1, Server Current Utilization: 1.11036
Task ID: 1635, Assigned to Server: 2, Server Current Utilization: 0.927063
Task ID: 1636, Assigned to Server: 2, Server Current Utilization: 0.971206
Task ID: 1637, Assigned to Server: 2, Server Current Utilization: 1.04589
Task ID: 1638, Assigned to Server: 1, Server Current Utilization: 0.890815
Task ID: 1639, Assigned to Server: 1, Server Current Utilization: 1.00934
Task ID: 1640, Assigned to Server: 3, Server Current Utilization: 1.00381
Task ID: 1641, Assigned to Server: 2, Server Current Utilization: 1.16857
Task ID: 1644, Assigned to Server: 1, Server Current Utilization: 0.876406
Task ID: 1645, Assigned to Server: 1, Server Current Utilization: 1.26535
Task ID: 1646, Assigned to Server: 3, Server Current Utilization: 0.939617
Task ID: 1647, Assigned to Server: 3, Server Current Utilization: 1.03969
Task ID: 1651, Assigned to Server: 3, Server Current Utilization: 0.919096
Task ID: 1652, Assigned to Server: 3, Server Current Utilization: 0.961689
Task ID: 1653, Assigned to Server: 3, Server Current Utilization: 1.03047
Task ID: 1654, Assigned to Server: 2, Server Current Utilization: 0.837813
Task ID: 1655, Assigned to Server: 2, Server Current Utilization: 0.924622
Task ID: 1656, Assigned to Server: 2, Server Current Utilization: 0.978163
Task ID: 1657, Assigned to Server: 3, Server Current Utilization: 0.746128
Task ID: 1658, Assigned to Server: 3, Server Current Utilization: 0.788232
Task ID: 1659, Assigned to Server: 3, Server Current Utilization: 0.83218
Task ID: 1660, Assigned to Server: 3, Server Current Utilization: 0.860987
Task ID: 1661, Assigned to Server: 3, Server Current Utilization: 0.864322
Task ID: 1662, Assigned to Server: 3, Server Current Utilization: 0.902419
Task ID: 1663, Assigned to Server: 1, Server Current Utilization: 0.935203
Task ID: 1664, Assigned to Server: 2, Server Current Utilization: 0.795294
Task ID: 1665, Assigned to Server: 2, Server Current Utilization: 0.833282
Task ID: 1666, Assigned to Server: 2, Server Current Utilization: 0.905468
Task ID: 1667, Assigned to Server: 1, Server Current Utilization: 0.804452
Task ID: 1668, Assigned to Server: 1, Server Current Utilization: 0.897014
Task ID: 1669, Assigned to Server: 3, Server Current Utilization: 0.856381
Task ID: 1670, Assigned to Server: 2, Server Current Utilization: 0.955765
Task ID: 1671, Assigned to Server: 3, Server Current Utilization: 0.686289
Task ID: 1672, Assigned to Server: 3, Server Current Utilization: 0.721419
Task ID: 1673, Assigned to Server: 3, Server Current Utilization: 0.830341
Task ID: 1674, Assigned to Server: 1, Server Current Utilization: 0.471463
Task ID: 1675, Assigned to Server: 1, Server Current Utilization: 0.537871
Task ID: 1676, Assigned to Server: 1, Server Current Utilization: 0.822908
Task ID: 1677, Assigned to Server: 3, Server Current Utilization: 0.910202
Task ID: 1678, Assigned to Server: 1, Server Current Utilization: 0.770694
Task ID: 1679, Assigned to Server: 1, Server Current Utilization: 0.965366
Task ID: 1680, Assigned to Server: 2, Server Current Utilization: 0.608903
Task ID: 1681, Assigned to Server: 2, Server Current Utilization: 0.65351
Task ID: 1682, Assigned to Server: 2, Server Current Utilization: 0.691853
Task ID: 1683, Assigned to Server: 2, Server Current Utilization: 0.756079
Task ID: 1684, Assigned to Server: 2, Server Current Utilization: 0.888928
Task ID: 1685, Assigned to Server: 3, Server Current Utilization: 0.848624
Task ID: 1686, Assigned to Server: 3, Server Current Utilization: 0.898579
Task ID: 1687, Assigned to Server: 1, Server Current Utilization: 0.900379
Task ID: 1688, Assigned to Server: 2, Server Current Utilization: 0.979043
Task ID: 1689, Assigned to Server: 3, Server Current Utilization: 0.930951
Task ID: 1690, Assigned to Server: 1, Server Current Utilization: 0.919403
Task ID: 1691, Assigned to Server: 1, Server Current Utilization: 0.985511
Task ID: 1692, Assigned to Server: 3, Server Current Utilization: 0.895042
Task ID: 1693, Assigned to Server: 2, Server Current Utilization: 0.952043
Task ID: 1694, Assigned to Server: 3, Server Current Utilization: 0.890528
Task ID: 1695, Assigned to Server: 3, Server Current Utilization: 0.921493
Task ID: 1696, Assigned to Server: 3, Server Current Utilization: 0.946958
Task ID: 1697, Assigned to Server: 1, Server Current Utilization: 0.692324
Task ID: 1698, Assigned to Server: 1, Server Current Utilization: 0.759696
Task ID: 1699, Assigned to Server: 1, Server Current Utilization: 1.19956
Task ID: 1700, Assigned to Server: 2, Server Current Utilization: 0.791493
Task ID: 1701, Assigned to Server: 2, Server Current Utilization: 0.887134
Task ID: 1702, Assigned to Server: 2, Server Current Utilization: 1.03209
Task ID: 1703, Assigned to Server: 3, Server Current Utilization: 0.857625
Task ID: 1704, Assigned to Server: 3, Server Current Utilization: 0.91331
Task ID: 1705, Assigned to Server: 3, Server Current Utilization: 0.975041
Task ID: 1706, Assigned to Server: 1, Server Current Utilization: 0.85108
Task ID: 1707, Assigned to Server: 1, Server Current Utilization: 0.938742
Task ID: 1708, Assigned to Server: 1, Server Current Utilization: 1.05469
Task ID: 1709, Assigned to Server: 3, Server Current Utilization: 1.00544
Task ID: 1710, Assigned to Server: 2, Server Current Utilization: 0.978507
Task ID: 1711, Assigned to Server: 2, Server Current Utilization: 1.03814
Task ID: 1713, Assigned to Server: 3, Server Current Utilization: 0.973889
Task ID: 1714, Assigned to Server: 3, Server Current Utilization: 1.08879
Task ID: 1715, Assigned to Server: 1, Server Current Utilization: 0.96771
Task ID: 1716, Assigned to Server: 1, Server Current Utilization: 0.988155
Task ID: 1717, Assigned to Server: 2, Server Current Utilization: 0.815353
Task ID: 1718, Assigned to Server: 2, Server Current Utilization: 0.879129
Task ID: 1719, Assigned to Server: 2, Server Current Utilization: 0.913767
Task ID: 1720, Assigned to Server: 2, Server Current Utilization: 0.811669
Task ID: 1721, Assigned to Server: 2, Server Current Utilization: 0.849503
Task ID: 1722, Assigned to Server: 2, Server Current Utilization: 0.951955
Task ID: 1723, Assigned to Server: 1, Server Current Utilization: 0.587964
Task ID: 1724, Assigned to Server: 1, Server Current Utilization: 0.643028
Task ID: 1725, Assigned to Server: 1, Server Current Utilization: 1.06117
Task ID: 1726, Assigned to Server: 2, Server Current Utilization: 0.781705
Task ID: 1727, Assigned to Server: 2, Server Current Utilization: 0.904041
Task ID: 1728, Assigned to Server: 2, Server Current Utilization: 1.0918
Task ID: 1729, Assigned to Server: 3, Server Current Utilization: 0.659988
Task ID: 1730, Assigned to Server: 3, Server Current Utilization: 0.755807
Task ID: 1731, Assigned to Server: 3, Server Current Utilization: 0.890729
Task ID: 1732, Assigned to Server: 3, Server Current Utilization: 0.938637
Task ID: 1733, Assigned to Server: 1, Server Current Utilization: 0.859013
Task ID: 1734, Assigned to Server: 1, Server Current Utilization: 0.988142
Task ID: 1735, Assigned to Server: 3, Server Current Utilization: 0.928335
Task ID: 1736, Assigned to Server: 2, Server Current Utilization: 0.869083
Task ID: 1737, Assigned to Server: 2, Server Current Utilization: 0.904361
Task ID: 1738, Assigned to Server: 2, Server Current Utilization: 1.11534
Task ID: 1739, Assigned to Server: 3, Server Current Utilization: 0.856774
Task ID: 1740, Assigned to Server: 3, Server Current Utilization: 0.89207
Task ID: 1741, Assigned to Server: 3, Server Current Utilization: 0.919947
Task ID: 1742, Assigned to Server: 1, Server Current Utilization: 0.751281
